,Original Word (Input), Modernized Word (Ground Truth),Naive Baseline,Model Prediction
23501,mas,más,más,mas
23502,aier,ayer,ayer,haer
23503,que,que,que,que
23504,duda,duda,duda,duda
23505,este,este,este,este
23506,de,de,de,de
23507,de,padre,de,padre
23508,mi,mi,mi,mi
23509,da,da,da,da
23510,lo,lo,lo,lo
23511,acuerdo,acuerdo,acuerdo,acuerdo
23512,sin,sin,sin,sin
23513,y,y,y,y
23514,1682,1682,अ,1600
23515,maria,maría,maría,mara
23516,la,la,la,la
23517,bezes,veces,veces,veces
23518,a,a,a,a
23519,soy,soy,soy,soy
23520,de,de,de,de
23521,te,te,te,te
23522,puede,puede,puede,puede
23523,y,y,y,y
23524,vezes,veces,veces,veces
23525,accidente,accidente,accidente,accidente
23526,darle,darle,darle,darle
23527,le,le,le,le
23528,tres,tres,tres,tres
23529,en,en,en,en
23530,abonar,abonar,अ,aaonar
23531,los,los,los,los
23532,estoy,ahora,estoy,ahora
23533,las,las,las,las
23534,el,el,el,el
23535,vmd,vm,vm,vm
23536,y,y,y,y
23537,del,del,del,del
23538,mi,mi,mi,mi
23539,y,y,y,y
23540,capital,capital,capital,capital
23541,quatro,cuatro,cuatro,cuatro
23542,porque,porque,porque,porque
23543,unas,unas,unas,unas
23544,ni,ni,ni,ni
23545,de,de,de,de
23546,no,no,no,no
23547,i,y,y,y
23548,n,nuestro,nuestro,nuestro
23549,y,y,y,y
23550,siguen,siguen,siguen,siguen
23551,provamantengase,provinciamanténgase,अ,provinciamantngase
23552,el,el,el,el
23553,en,en,en,en
23554,de,de,de,de
23555,q,que,que,que
23556,mui,muy,muy,muy
23557,dilatara,dilatará,अ,dilatar
23558,sr,martín,señor,martn
23559,q,que,que,que
23560,y,y,y,y
23561,de,de,de,de
23562,caso,caso,caso,caso
23563,va,va,va,va
23564,solamente,solamente,solamente,solamente
23565,diere,diere,diere,diere
23566,bien,bien,bien,bien
23567,de,de,de,de
23568,assi,así,así,as
23569,de,de,de,de
23570,que,que,que,que
23571,rosalgar,rosalgar,अ,rosalgar
23572,corrompido,corrompido,अ,corrompido
23573,todo,todo,todo,todo
23574,d,de,de,de
23575,tiempo,el,tiempo,el
23576,me,me,me,me
23577,el,él,el,el
23578,ellos,ellos,ellos,ellos
23579,mas,más,más,mas
23580,y,y,y,y
23581,vm,vm,vm,vm
23582,monçon,monzón,monzón,monzn
23583,q,que,que,que
23584,dibino,divino,divino,divino
23585,buestro,vuestro,vuestro,vuestro
23586,vera,verá,verá,ver
23587,sea,sea,sea,sea
23588,s,san,su,san
23589,yo,yo,yo,yo
23590,acuerda,se,acuerda,se
23591,el,es,el,es
23592,y,y,y,y
23593,la,la,la,la
23594,pedir,pedir,pedir,pedir
23595,bien,bien,bien,bien
23596,mas,más,más,mas
23597,las,las,las,las
23598,a,a,a,a
23599,mrs,maravedis,maravedís,maravedis
23600,digo,digo,digo,digo
23601,del,del,del,del
23602,embio,te,envío,te
23603,escryve,escribe,escribe,escribe
23604,lo,lo,lo,lo
23605,enemigos,enemigos,enemigos,enemigos
23606,xpobuen,xpobuen,अ,jpobuen
23607,el,él,el,el
23608,para,para,para,para
23609,que,que,que,que
23610,en,en,en,en
23611,por,por,por,por
23612,abia,había,había,haba
23613,quales,cuales,cuales,cuales
23614,sabanas,sábanas,sábanas,sebanas
23615,os,os,os,os
23616,dar,dar,dar,dar
23617,q,que,que,que
23618,nobenas,novenas,novenas,novenas
23619,maniana,mañana,अ,mañana
23620,nro,nuestro,nuestro,nuestro
23621,deseo,deseo,deseo,deseo
23622,salieron,salieron,salieron,salieron
23623,socorro,socorro,socorro,socorro
23624,de,de,de,de
23625,ellos,ellos,ellos,ellos
23626,onbres,hombres,hombres,hombres
23627,juan,juan,juan,juan
23628,alla,allá,allá,all
23629,nada,nada,nada,nada
23630,calderon,calderón,calderón,caldern
23631,cassa,casa,casa,casa
23632,vmd,vm,vm,vm
23633,otra,otra,otra,otra
23634,d,juan,de,juan
23635,cohabitacio,cohabitación,अ,cohabitacin
23636,mi,mi,mi,mi
23637,pa,poder,para,poder
23638,villa,villa,villa,villa
23639,en,en,en,en
23640,para,para,para,para
23641,ajenas,ajenas,ajenas,aaenas
23642,quite,quite,quite,quite
23643,ay,hay,hay,hay
23644,las,las,las,las
23645,mucho,con,mucho,con
23646,en,en,en,en
23647,seros,serós,serós,sers
23648,que,que,que,que
23649,este,este,este,este
23650,an,han,han,han
23651,golossa,golosa,अ,golosa
23652,a,a,a,a
23653,que,que,que,que
23654,tantos,causado,tantos,causado
23655,veo,veo,veo,veo
23656,personas,personas,personas,personas
23657,ella,ella,ella,ella
23658,pudiendo,no,pudiendo,no
23659,hermano,hermano,hermano,hermano
23660,que,que,que,que
23661,deseo,deseo,deseo,deseo
23662,el,el,el,el
23663,sr,señor,señor,señor
23664,me,me,me,me
23665,la,la,la,la
23666,beras,veras,veras,verás
23667,en,en,en,en
23668,sobre,sobre,sobre,sobre
23669,que,saber,que,saber
23670,yo,yo,yo,yo
23671,que,disposición,que,disposicin
23672,oficial,oficial,oficial,oficial
23673,haze,hace,hace,hace
23674,de,de,de,de
23675,darte,darte,darte,darte
23676,y,y,y,y
23677,puede,puede,puede,puede
23678,memorias,darás,memorias,darás
23679,sr,señor,señor,señor
23680,la,la,la,la
23681,y,y,y,y
23682,si,si,si,si
23683,san,san,san,san
23684,recibos,recibos,recibos,recibos
23685,la,la,la,la
23686,dios,dios,dios,dios
23687,no,no,no,no
23688,7000,prisioneros,7000,prisioneros
23689,no,no,no,no
23690,ms,muchos,muchos,muchos
23691,le,le,le,le
23692,devo,debo,debo,debo
23693,yo,estaré,yo,estar
23694,vsa,vsa,vsa,vsa
23695,hesas,esas,अ,esas
23696,y,y,y,y
23697,y,y,y,y
23698,de,sido,de,sido
23699,hallo,no,hallo,no
23700,que,que,que,que
23701,me,me,me,me
23702,mas,más,más,mas
23703,i,i,y,y
23704,alimentos,alimentos,alimentos,alimentos
23705,rocadicha,rocadicha,अ,rocadicha
23706,q,que,que,que
23707,quod,—«quod,«quod,aacuod
23708,han,han,han,han
23709,noche,noche,noche,noche
23710,a,a,a,a
23711,poco,poco,poco,poco
23712,asegurarlo,asegurarlo,por,asegurarlo
23713,del,del,del,del
23714,de,de,de,de
23715,haze,hace,hace,hace
23716,q,que,que,que
23717,y,y,y,y
23718,se,se,se,se
23719,deviendo,debiendo,debiendo,debiendo
23720,y,recados,y,recados
23721,ven,ven,ven,ven
23722,bastas,bastas,अ,bastas
23723,por,por,por,por
23724,pronto,pronto,pronto,pronto
23725,podra,podrá,podrá,podr
23726,oira,oirá,oirá,oira
23727,grande,grande,grande,grande
23728,casas,casas,casas,casas
23729,señor,mendizábal,señor,mendicbal
23730,toca,toca,toca,toca
23731,la,la,la,la
23732,está,que,está,que
23733,q,que,que,que
23734,no,no,no,no
23735,pa,para,para,para
23736,que,y,que,y
23737,comandte,comandante,comandante,comandante
23738,q,que,que,que
23739,salgan,salgan,salgan,salgan
23740,vida,media,vida,medía
23741,y,casa,y,casa
23742,en,en,en,en
23743,esperienzia,tengo,experiencia,tengo
23744,rriendo,riendo,अ,riendo
23745,alguna,alguna,alguna,alguna
23746,las,las,las,las
23747,lograr,lograr,lograr,lograr
23748,esposodomingo,esposodomingo,अ,esposodomingo
23749,por,por,por,por
23750,y,y,y,y
23751,a,a,a,a
23752,lo,lo,lo,lo
23753,my,mi,mi,mi
23754,manuela,manuela,manuela,manuela
23755,añues,añués,अ,añus
23756,merçed,merced,merced,merced
23757,me,madre,me,madre
23758,si,si,si,si
23759,baiona,bayona,अ,bayona
23760,echo,hecho,hecho,hecho
23761,al,cuanto,al,cuanto
23762,qualquiera,cualquiera,cualquiera,cualquiera
23763,cunplido,siempre,cumplido,siempre
23764,se,se,se,se
23765,moria,se,moría,se
23766,claramùnt,claramunt,अ,claramunt
23767,mi,mi,mi,mi
23768,dize,dice,dice,dice
23769,dios,dios,dios,dios
23770,sin,sin,sin,sin
23771,que,que,que,que
23772,y,y,y,y
23773,executoria,una,ejecutoria,una
23774,huviesse,hubiese,hubiese,hubiese
23775,vm,vm,vm,vm
23776,tan,tan,tan,tan
23777,ellos,ellos,ellos,ellos
23778,la,la,la,la
23779,espazio,espacio,espacio,espacio
23780,mui,muy,muy,muy
23781,cierto,por,cierto,por
23782,echo,hecho,hecho,hecho
23783,bisto,había,visto,haba
23784,de,de,de,de
23785,fuera,fuera,fuera,fuera
23786,hijo,hijo,hijo,hijo
23787,fe,fe,fe,fe
23788,q,que,que,que
23789,mañana,la,mañana,la
23790,recluta,recluta,अ,recluta
23791,encargados,encargados,encargados,encargados
23792,venderan,venderán,venderán,vendern
23793,te,te,te,te
23794,toleda,toledo,अ,toledo
23795,menester,menester,menester,menester
23796,le,le,le,le
23797,de,de,de,de
23798,a,a,a,a
23799,tanbien,también,también,tambin
23800,aiuda,ayuda,ayuda,aauda
23801,de,quedo,de,quedo
23802,perdiere,perdiere,perdiere,perdiere
23803,grande,grande,grande,grande
23804,vien,bien,bien,bien
23805,los,los,los,los
23806,consta,consta,consta,consta
23807,queria,quería,quería,quera
23808,criatura,criatura,criatura,criatura
23809,y,y,y,y
23810,de,hijo,de,hijo
23811,suplica,suplica,mi,suplica
23812,podia,podía,podía,poda
23813,ansina,así,अ,as
23814,brevedad,mayor,brevedad,mayor
23815,remita,le,remita,le
23816,llorar,llorar,llorar,llorar
23817,que,que,que,que
23818,tanta,tanta,tanta,tanta
23819,y,y,y,y
23820,se,se,se,se
23821,quando,cuando,cuando,cuando
23822,que,que,que,que
23823,nezesario,necesario,necesario,necesario
23824,es,es,es,es
23825,dize,dice,dice,dice
23826,y,y,y,y
23827,lerma,lerma,अ,lerma
23828,que,que,que,que
23829,no,no,no,no
23830,herede,herede,अ,herede
23831,y,y,y,y
23832,a,a,a,a
23833,que,que,que,que
23834,respuesta,respuesta,respuesta,respuesta
23835,cemar,quemar,अ,quemar
23836,hechar,echar,echar,echar
23837,cortas,cortas,cortas,cortas
23838,u,usted,usted,usted
23839,informacio,información,información,informacin
23840,consulta,consulta,consulta,consulta
23841,la,la,la,la
23842,de,de,de,de
23843,el,el,el,el
23844,ultima,última,última,altima
23845,tia,señora,tía,señora
23846,lo,de,lo,de
23847,corazon,corazón,corazón,corazn
23848,obra,obra,obra,obra
23849,m,muchos,mano,muchos
23850,las,las,las,las
23851,de,de,de,de
23852,mi,mi,mi,mi
23853,a,años,a,años
23854,estoi,estoy,estoy,estoy
23855,tia,tía,tía,taa
23856,la,instruir,la,instruir
23857,ma,maría,maría,mara
23858,escrivania,escribanía,escribanía,escribana
23859,el,el,el,el
23860,esta,esta,esta,esta
23861,señor,1672señor,señor,16señor
23862,a,a,a,a
23863,ha,enfermedad,ha,enfermedad
23864,mayo,mayo,mayo,mayo
23865,garridos,garridos,अ,garridos
23866,hereraestimare,herreraestimaré,अ,herreraestimar
23867,son,son,son,son
23868,llegando,llegando,llegando,llegando
23869,hicieses,hicieses,अ,hicieses
23870,a,a,a,a
23871,de,de,de,de
23872,la,la,la,la
23873,sea,sea,sea,sea
23874,mrd,merced,merced,merced
23875,dios,dios,dios,dios
23876,su,su,su,su
23877,a,a,a,a
23878,buena,buena,buena,buena
23879,canal,canal,canal,canal
23880,amor,amor,amor,amor
23881,á,a,a,a
23882,los,los,los,los
23883,fuente,fuente,fuente,fuente
23884,de,de,de,de
23885,que,que,que,que
23886,fuera,fuera,fuera,fuera
23887,estas,estas,estas,estas
23888,pues,falso,pues,falso
23889,mui,muy,muy,muy
23890,de,de,de,de
23891,puntualmente,puntualmente,puntualmente,puntualmente
23892,de,de,de,de
23893,hacia,posible,hacía,posible
23894,es,es,es,es
23895,en,en,en,en
23896,sto,santo,santo,santo
23897,cria,las,cría,las
23898,le,le,le,le
23899,mi,mí,mi,me
23900,lo,lo,lo,lo
23901,assi,así,así,as
23902,muchos,muchos,muchos,muchos
23903,que,que,que,que
23904,digo,no,digo,no
23905,exponer,exponer,अ,exponer
23906,me,vida,me,vida
23907,propia,propia,propia,propia
23908,muy,muy,muy,muy
23909,del,del,del,del
23910,de,de,de,de
23911,auto,auto,auto,auto
23912,creo,creo,creo,creo
23913,consolar,consolar,consolar,consolar
23914,medio,de,medio,de
23915,el,el,el,el
23916,cibdad,ciudad,ciudad,ciudad
23917,espero,espero,espero,espero
23918,dejarlo,dejarlo,dejarlo,dejarlo
23919,la,la,la,la
23920,no,no,no,no
23921,y,y,y,y
23922,unos,unos,unos,unos
23923,io,yo,yo,yo
23924,cargaçon,cargazón,cargazón,cargazn
23925,y,y,y,y
23926,con,con,con,con
23927,y,y,y,y
23928,de,de,de,de
23929,sin,que,sin,que
23930,y,y,y,y
23931,ygnorar,debía,अ,deba
23932,sirbassi,sírvase,अ,servase
23933,con,con,con,con
23934,esta,esta,esta,esta
23935,mio,mío,mío,meo
23936,en,en,en,en
23937,mal,mal,mal,mal
23938,como,como,como,como
23939,aver,haber,haber,haber
23940,mandastes,mandastes,अ,mandastes
23941,carta,carta,carta,carta
23942,que,que,que,que
23943,nos,nos,nos,nos
23944,desconsoladas,desconsoladas,अ,desconsoladas
23945,a,a,a,a
23946,presidente,presidente,presidente,presidente
23947,de,de,de,de
23948,glorioso,glorioso,glorioso,glorioso
23949,me,me,me,me
23950,i,y,y,y
23951,querido,1804querido,querido,16querido
23952,duerme,duerme,duerme,duerme
23953,i,y,y,y
23954,le,le,le,le
23955,esos,esos,esos,esos
23956,que,que,que,que
23957,se,se,se,se
23958,cunpliera,cumpliera,cumpliera,cumpliera
23959,bendars,cierto,अ,cierto
23960,otropor,otropor,अ,otropor
23961,enbyamos,enviamos,enviamos,envíamos
23962,rriesgo,riesgo,riesgo,riesgo
23963,qe,que,que,que
23964,teneis,tenéis,tenéis,tenis
23965,respordes,respondes,अ,respondes
23966,es,es,es,es
23967,la,la,la,la
23968,a,ha,a,ha
23969,de,de,de,de
23970,en,en,en,en
23971,ver,ver,ver,ver
23972,a,a,a,a
23973,que,que,que,que
23974,amigo,amigo,amigo,amigo
23975,censura,censura,अ,censura
23976,y,cuenca,y,cuenca
23977,su,su,su,su
23978,consultara,consultará,अ,consultar
23979,plaza,plaza,plaza,plaza
23980,l,la,la,la
23981,y,y,y,y
23982,al,al,al,al
23983,rreferis,referís,अ,refers
23984,y,destruidoy,y,destruidoy
23985,parte,parte,parte,parte
23986,parte,parte,parte,parte
23987,perder,perder,perder,perder
23988,dexan,dejan,dejan,dejan
23989,para,para,para,para
23990,combertirse,convertirse,convertirse,convertirse
23991,i,y,y,y
23992,puedo,yo,puedo,yo
23993,a,a,a,a
23994,lo,lo,lo,lo
23995,la,gabriela,la,gabriela
23996,con,con,con,con
23997,queste,cueste,cueste,cueste
23998,aqui,de,aquí,de
23999,y,y,y,y
24000,para,para,para,para
24001,se,se,se,se
24002,muchisimo,muchísimo,muchísimo,muchsimo
24003,a,criar,a,criar
24004,fr,fray,fray,fray
24005,que,que,que,que
24006,y,y,y,y
24007,q,que,que,que
24008,as,haz,años,haz
24009,aora,y,ahora,y
24010,participa,participa,participa,participa
24011,del,del,del,del
24012,1635,30,1635,20
24013,amolarnos,amolarnos,अ,amolarnos
24014,hasta,hasta,hasta,hasta
24015,vm,vm,vm,vm
24016,el,el,el,el
24017,de,de,de,de
24018,dios,dios,dios,dios
24019,quiero,quiero,quiero,quiero
24020,de,de,de,de
24021,lo,lo,lo,lo
24022,esperando,esperando,esperando,esperando
24023,pues,pues,pues,pues
24024,a,a,a,a
24025,os,os,os,os
24026,para,para,para,para
24027,mi,mi,mi,mi
24028,con,con,con,con
24029,ynbolismo,embolismo,अ,emvolismo
24030,vm,de,vm,de
24031,a,a,a,a
24032,e,he,he,he
24033,sta,santa,santa,santa
24034,otros,otros,otros,otros
24035,y,y,y,y
24036,dicen,dicen,dicen,dicen
24037,llobera,lloverá,अ,llover
24038,la,la,la,la
24039,a,a,a,a
24040,q,que,que,que
24041,y,y,y,y
24042,tan,tan,tan,tan
24043,otra,otra,otra,otra
24044,muy,muy,muy,muy
24045,cartas,cartas,cartas,cartas
24046,por,por,por,por
24047,po,pedro,pedro,pedro
24048,madre,madre,madre,madre
24049,y,cosa,y,cosa
24050,dijo,—dijo,dijo,ddijo
24051,conbiene,conviene,conviene,conviene
24052,dia,día,día,daa
24053,vmd,que,vm,que
24054,por,por,por,por
24055,mi,mi,mi,mi
24056,otra,traer,otra,traer
24057,alma,alma,alma,alma
24058,puedo,lo,puedo,lo
24059,confirmacionhe,confirmaciónhe,अ,confirmacine
24060,digame,dígame,dígame,degame
24061,yo,yo,yo,yo
24062,me,me,me,me
24063,abisare,avisaré,avisaré,avisar
24064,la,la,la,la
24065,de,de,de,de
24066,v,vuestra,vuestra,vuestra
24067,no,no,no,no
24068,el,en,el,en
24069,enpiezen,empiecen,अ,empiecen
24070,de,dé,de,de
24071,quatro,cuatro,cuatro,cuatro
24072,de,de,de,de
24073,esto,esto,esto,esto
24074,brandon,brandon,brandon,brandon
24075,de,de,de,de
24076,dilates,dilates,अ,dilates
24077,poder,poder,poder,poder
24078,gallinas,gallinas,gallinas,gallinas
24079,siguiendo,va,siguiendo,va
24080,enbiara,enviara,enviará,enviara
24081,sacarle,sacarle,sacarle,sacarle
24082,tubo,tuvo,tuvo,tuvo
24083,conprase,que,comprase,que
24084,y,y,y,y
24085,pero,hinchada,pero,hinchada
24086,los,los,los,los
24087,qe,que,que,que
24088,a,a,a,a
24089,recebimos,recibimos,recibimos,recibimos
24090,quien,quien,quien,quien
24091,q,que,que,que
24092,de,de,de,de
24093,y,y,y,y
24094,y,y,y,y
24095,entre,entre,entre,entre
24096,al,al,al,al
24097,a,ha,a,ha
24098,la,la,la,la
24099,pague,paguen,pague,paguen
24100,arrobas,arrobas,arrobas,arrobas
24101,dolor,dolor,dolor,dolor
24102,para,para,para,para
24103,se,se,se,se
24104,sus,sus,sus,sus
24105,dicha,dicha,dicha,dicha
24106,acienda,hacienda,hacienda,hacienda
24107,q,que,que,que
24108,su,su,su,su
24109,pecadora,pecadora,pecadora,pecadora
24110,q,que,que,que
24111,acorde,acordé,acordé,acord
24112,escritas,escritas,escritas,escritas
24113,esto,esto,esto,esto
24114,pedro,pedro,pedro,pedro
24115,no,todo,no,todo
24116,enemigo,enemigo,enemigo,enemigo
24117,persona,persona,persona,persona
24118,ssma,santísima,santísima,santsima
24119,esta,ésta,esta,esta
24120,gian,guían,अ,guaan
24121,macharissmaesta,maríacarísimaesta,अ,maracarsimaesta
24122,los,los,los,los
24123,grande,de,grande,de
24124,me,te,me,te
24125,vino,vino,vino,vino
24126,fronteras,fronteras,las,fronteras
24127,todas,todas,todas,todas
24128,velasco,velasco,velasco,velasco
24129,agustina,agustina,अ,agustina
24130,con,con,con,con
24131,las,las,las,las
24132,te,te,te,te
24133,don,don,don,don
24134,con,con,con,con
24135,si,si,si,si
24136,bia,vía,vía,vaa
24137,caballeros,caballeros,caballeros,caballeros
24138,en,en,en,en
24139,para,para,para,para
24140,en,en,en,en
24141,su,su,su,su
24142,lo,lo,lo,lo
24143,del,del,del,del
24144,queda,quedan,queda,quedan
24145,combencida,convencida,अ,convencida
24146,q,que,que,que
24147,unos,unos,unos,unos
24148,me,te,me,te
24149,a,a,a,a
24150,que,los,que,los
24151,causaste,causaste,अ,causaste
24152,dezirselo,decírselo,अ,decrselo
24153,la,la,la,la
24154,llado,lladó,lado,llad
24155,vm,vm,vm,vm
24156,tenga,tenga,tenga,tenga
24157,una,una,una,una
24158,le,le,le,le
24159,ya,ya,ya,ya
24160,la,la,la,la
24161,que,que,que,que
24162,obran,obran,obran,obran
24163,tuia,la,tuya,la
24164,aquella,aquella,aquella,aquella
24165,dixeron,dijeron,dijeron,dijeron
24166,haçerlo,hacerlo,hacerlo,hacerlo
24167,sean,sean,sean,sean
24168,se,se,se,se
24169,d,de,de,de
24170,rrespondido,respondido,respondido,respondido
24171,a,a,a,a
24172,uds,ustedes,ustedes,ustedes
24173,amor,amor,amor,amor
24174,17,17,17,10
24175,spiritu,espíritu,espíritu,espritu
24176,esta,esta,esta,esta
24177,v,vuestra,vuestra,vuestra
24178,a,a,a,a
24179,sumo,sumo,sumo,sumo
24180,nuestro,nuestro,nuestro,nuestro
24181,el,el,el,el
24182,en,en,en,en
24183,no,no,no,no
24184,de,después,de,despus
24185,aprovecha,aprovecha,aprovecha,aprovecha
24186,si,si,si,si
24187,culpas,culpas,culpas,culpas
24188,pues,pues,pues,pues
24189,otra,dado,otra,dado
24190,choro,coro,अ,coro
24191,y,y,y,y
24192,boy,voy,voy,voy
24193,quales,cuales,cuales,cuales
24194,la,que,la,que
24195,q,que,que,que
24196,que,que,que,que
24197,q,que,que,que
24198,cogollos,cogollos,cogollos,cogollos
24199,piense,piense,no,piense
24200,que,que,que,que
24201,mi,mí,mi,me
24202,y,hablaré,y,hablar
24203,14,14,14,10
24204,la,la,la,la
24205,y,y,y,y
24206,de,pegó,de,peg
24207,por,por,por,por
24208,de,de,de,de
24209,olvidados,olvidados,अ,olvidados
24210,dios,dios,dios,dios
24211,que,que,que,que
24212,se,se,se,se
24213,con,con,con,con
24214,letra,letra,letra,letra
24215,qe,para,que,para
24216,conozco,conozco,conozco,conozco
24217,padre,padre,padre,padre
24218,proveyeron,proveyeron,proveyeron,proveieron
24219,al,al,al,al
24220,cassa,casa,casa,casa
24221,si,ver,si,ver
24222,sea,alma,sea,alma
24223,ju,juan,juan,juan
24224,los,los,los,los
24225,çibdad,ciudad,ciudad,ciudad
24226,la,la,la,la
24227,al,al,al,al
24228,oido,oído,oído,oodo
24229,por,por,por,por
24230,vyno,vino,vino,vino
24231,fue,fue,fue,fue
24232,q,que,que,que
24233,achaque,cierto,achaque,cierto
24234,de,de,de,de
24235,este,esté,este,est
24236,que,que,que,que
24237,â,a,a,a
24238,la,de,la,de
24239,alga,alguna,alguna,alguna
24240,los,los,los,los
24241,esos,esos,esos,esos
24242,vm,vm,vm,vm
24243,han,han,han,han
24244,mi,mi,mi,mi
24245,general,el,general,el
24246,para,para,para,para
24247,misericordia,misericordia,misericordia,misericordia
24248,que,que,que,que
24249,ablan,hablan,hablan,hablan
24250,presente,presente,presente,presente
24251,enfadado,enfadado,enfadado,enfadado
24252,discurra,discurra,अ,discurra
24253,espinosa,espinosa,espinosa,espinosa
24254,con,con,con,con
24255,ver,ver,ver,ver
24256,en,en,en,en
24257,a,a,a,a
24258,no,no,no,no
24259,tan,tan,tan,tan
24260,te,te,te,te
24261,maria,maría,maría,mara
24262,pronttittud,prontitud,अ,prontitud
24263,dixo,dijo,dijo,dijo
24264,de,de,de,de
24265,novizia,novicia,novicia,novicia
24266,ge,guarde,guarde,guarde
24267,dn,agustín,don,agustn
24268,estaremos,estaremos,estaremos,estaremos
24269,me,me,me,me
24270,y,y,y,y
24271,abrasse,abrase,abrase,aarase
24272,guardian,guardián,guardián,guardin
24273,que,que,que,que
24274,en,en,en,en
24275,bien,bien,bien,bien
24276,e,he,he,he
24277,proporcion,proporción,proporción,proporcin
24278,van,van,van,van
24279,que,que,que,que
24280,lo,lo,lo,lo
